date,vendor_id,category,amount
2024-09-30,VEND-053,Office Supplies,3813.07
2024-09-30,VEND-025,Office Supplies,1998.92
2024-09-30,VEND-013,Consulting,7707.59
2024-09-30,VEND-034,Construction,33697.86
2024-09-30,VEND-046,ICT,15830.28
2024-09-30,VEND-047,Construction,183991.76
2024-10-01,VEND-030,Consulting,9730.17
2024-10-01,VEND-049,Consulting,17648.93
2024-10-01,VEND-007,Travel,4014.29
2024-10-01,VEND-010,Consulting,35206.48
2024-10-01,VEND-049,Office Supplies,1552.27
2024-10-01,VEND-042,Consulting,9349.13
2024-10-02,VEND-054,Travel,2319.68
2024-10-02,VEND-056,Consulting,14619.9
2024-10-02,VEND-028,Consulting,18561.46
2024-10-02,VEND-009,ICT,46301.74
2024-10-02,VEND-042,Consulting,12119.54
2024-10-02,VEND-016,Travel,1986.05
2024-10-03,VEND-024,Consulting,9566.09
2024-10-03,VEND-060,Office Supplies,1165.88
2024-10-03,VEND-010,Consulting,22750.69
2024-10-03,VEND-050,Construction,67712.19
2024-10-03,VEND-033,ICT,16225.53
2024-10-03,VEND-017,ICT,9665.84
2024-10-04,VEND-007,ICT,6339.92
2024-10-04,VEND-010,Consulting,10263.16
2024-10-04,VEND-025,ICT,8642.13
2024-10-04,VEND-035,Travel,4191.86
2024-10-04,VEND-039,Consulting,11044.15
2024-10-04,VEND-011,Office Supplies,6864.44
2024-10-05,VEND-039,Travel,5346.23
2024-10-05,VEND-036,Office Supplies,5844.47
2024-10-05,VEND-041,ICT,6199.32
2024-10-05,VEND-013,Consulting,10441.72
2024-10-05,VEND-038,Construction,51776.38
2024-10-05,VEND-003,Consulting,6290.57
2024-10-06,VEND-006,Consulting,7917.11
2024-10-06,VEND-044,ICT,5724.9
2024-10-06,VEND-030,Consulting,43646.9
2024-10-06,VEND-022,Construction,57862.75
2024-10-06,VEND-016,Consulting,8830.16
2024-10-06,VEND-030,Construction,65648.23
2024-10-07,VEND-012,Construction,28943.47
2024-10-07,VEND-003,Travel,7977.75
2024-10-07,VEND-040,Travel,2758.41
2024-10-07,VEND-020,ICT,5158.37
2024-10-07,VEND-021,Travel,7868.44
2024-10-07,VEND-022,ICT,13065.0
2024-10-08,VEND-016,ICT,8744.5
2024-10-08,VEND-052,Construction,55905.82
2024-10-08,VEND-021,Consulting,9984.11
2024-10-08,VEND-057,Construction,20245.3
2024-10-08,VEND-023,Consulting,9618.9
2024-10-08,VEND-018,Travel,1454.1
2024-10-09,VEND-022,Construction,44836.38
2024-10-09,VEND-052,Consulting,26461.3
2024-10-09,VEND-024,ICT,9223.5
2024-10-09,VEND-014,Consulting,32213.01
2024-10-09,VEND-009,Office Supplies,1473.44
2024-10-09,VEND-035,Construction,81604.78
2024-10-10,VEND-020,ICT,6442.79
2024-10-10,VEND-010,Consulting,35178.31
2024-10-10,VEND-046,Office Supplies,2167.21
2024-10-10,VEND-046,Office Supplies,3593.47
2024-10-10,VEND-025,ICT,2636.56
2024-10-10,VEND-034,Consulting,16625.92
2024-10-11,VEND-032,ICT,12414.89
